1549376968,17353, 43
1549376968, 918742, 43
1549376968, 2003240, 43
1549376968, 3024044, 43
1549376968, 3942454, 43
1549376968, 4915151, 43
1549376968, 5957563, 43
1549376968, 6945954, 43
1549376968, 8100265, 43
1549376968, 9034263, 43
1549376968, 9975596, 43
1549376968, 11022003, 43
1549376968, 12000153, 43
1549376968, 13047805, 43
1549376968, 13978384, 43
1549376968, 15056225, 43
1549376968, 15964408, 43
1549376968, 17028923, 43
1549376968, 18103794, 43
1549376968, 19043248, 43
1549376968, 20071770, 43
1549376968, 20931919, 42
1549376968, 22044781, 42
1549376968, 23043291, 42
1549376968, 23883615, 42
1549376968, 25012801, 42
1549376968, 26046181, 42
1549376968, 26943803, 42
1549376968, 28037387, 42
1549376968, 29013544, 42
1549376968, 29894372, 42
1549376968, 30975258, 42
1549376968, 31958605, 42
1549376968, 33039447, 42
1549376968, 34007091, 42
1549376968, 34952901, 42
1549376968, 36020375, 42
1549376968, 36917064, 42
1549376968, 38083186, 42
1549376968, 38953106, 42
1549376968, 40021000, 42
1549376968, 41043000, 42
1549376968, 41990595, 42
1549376968, 43026071, 42
1549376968, 43933605, 42
1549376968, 45002239, 42
1549376968, 46031963, 42
1549376968, 46988707, 42
1549376968, 47861813, 42
1549376968, 48958347, 42
1549376968, 50064280, 42
1549376968, 50976211, 42
1549376968, 51997644, 42
1549376968, 52939740, 42
1549376968, 54003040, 42
1549376968, 54999611, 42
1549376968, 56011127, 41
1549376968, 57082483, 41
1549376968, 57892412, 41
1549376968, 58960520, 41
1549376968, 60073063, 41
1549376968, 61037590, 41
1549376968, 62055326, 41
1549376968, 63031368, 41
1549376968, 64044037, 41
1549376968, 64992890, 41
1549376968, 66068974, 41
1549376968, 67046987, 41
1549376968, 68010174, 41
1549376968, 68973347, 41
1549376968, 69999982, 41
1549376968, 70899320, 41
1549376968, 71976344, 41
1549376968, 73001810, 41
1549376968, 73924190, 41
1549376968, 75028820, 41
1549376968, 75958639, 40
1549376968, 76975493, 40
1549376968, 78019927, 40
1549376968, 79050862, 40
1549376968, 79999359, 40
1549376968, 81036442, 40
1549376968, 81921241, 40
1549376968, 83026241, 40
1549376968, 84015143, 40
1549376968, 85030563, 40
1549376968, 85935748, 40
1549376968, 86929811, 40
1549376968, 87959292, 40
1549376968, 88986975, 40
1549376968, 90121999, 40
1549376968, 91001124, 40
1549376968, 92051600, 39
1549376968, 92925380, 39
1549376968, 93891455, 39
1549376968, 94965811, 39
1549376968, 96001670, 39
1549376968, 96974049, 39
1549376968, 98024429, 39
1549376968, 98991783, 39
1549376968, 100026201, 39
1549376968, 101021246, 39
1549376968, 101949270, 39
1549376968, 103090327, 39
1549376968, 104007530, 39
1549376968, 104901316, 39
1549376968, 105959922, 38
1549376968, 107029878, 38
1549376968, 107988490, 38
1549376968, 108930327, 38
1549376968, 109944343, 38
1549376968, 110970429, 38
1549376968, 112005689, 38
1549376968, 113012051, 38
1549376968, 113971488, 38
1549376968, 114975889, 38
1549376968, 115947240, 38
1549376968, 116957699, 38
1549376968, 117972668, 37
1549376968, 118981763, 37
1549376968, 119970228, 37
1549376968, 121026089, 37
1549376968, 122070443, 37
1549376968, 122875246, 37
1549376968, 124055704, 37
1549376968, 124985240, 37
1549376968, 126064067, 37
1549376968, 127001557, 37
1549376968, 127957652, 37
1549376968, 129001228, 36
1549376968, 129932322, 36
1549376968, 131000087, 36
1549376968, 131976511, 36
1549376968, 133085439, 36
1549376968, 133852396, 36
1549376968, 134979115, 36
1549376968, 135943483, 36
1549376968, 137014102, 36
1549376968, 137956835, 36
1549376968, 139042878, 36
1549376968, 140057304, 35
1549376968, 140952354, 35
1549376968, 141992618, 35
1549376968, 143026082, 35
1549376968, 144009777, 35
1549376968, 144981530, 35
1549376968, 146078173, 35
1549376968, 146995767, 35
1549376968, 147986913, 35
